ITEM;ESCUELA;MESA;ACOPIO;VERIFICADO;USB;OBSERVADAS
1465;IEP INNOVA SCHOOLS SEDE RETABLO;41465;143;SI;SI;NO
1466;IEP INNOVA SCHOOLS SEDE RETABLO;41466;143;SI;SI;NO
1467;IEP INNOVA SCHOOLS SEDE RETABLO;41467;143;SI;SI;NO
1468;IEP INNOVA SCHOOLS SEDE RETABLO;41468;143;SI;SI;NO
1469;IEP INNOVA SCHOOLS SEDE RETABLO;41469;143;SI;SI;NO
1470;IEP INNOVA SCHOOLS SEDE RETABLO;41470;143;SI;SI;NO
1471;IEP INNOVA SCHOOLS SEDE RETABLO;41471;143;SI;SI;NO
1472;IEP INNOVA SCHOOLS SEDE RETABLO;41472;143;SI;SI;NO
1473;IEP INNOVA SCHOOLS SEDE RETABLO;41473;143;SI;SI;NO
1474;IEP INNOVA SCHOOLS SEDE RETABLO;41474;143;SI;SI;NO
1475;IEP INNOVA SCHOOLS SEDE RETABLO;41475;143;SI;SI;NO
1476;IEP INNOVA SCHOOLS SEDE RETABLO;41476;143;SI;SI;NO
1477;IEP INNOVA SCHOOLS SEDE RETABLO;41477;143;SI;NO;NO
1478;IEP INNOVA SCHOOLS SEDE RETABLO;41478;143;SI;SI;NO
1479;IEP INNOVA SCHOOLS SEDE RETABLO;41479;143;SI;SI;NO
1480;IEP INNOVA SCHOOLS SEDE RETABLO;41480;143;SI;SI;NO
1481;IEP INNOVA SCHOOLS SEDE RETABLO;41481;143;SI;SI;NO
1482;IEP INNOVA SCHOOLS SEDE RETABLO;41482;143;SI;SI;NO
1483;IEP INNOVA SCHOOLS SEDE RETABLO;41483;143;SI;SI;NO
1484;IEP INNOVA SCHOOLS SEDE RETABLO;41484;143;SI;SI;NO
1485;IEP INNOVA SCHOOLS SEDE RETABLO;41485;143;SI;SI;NO
1486;IEP INGENIERIA DEL RETABLO;40205;144;SI;SI;NO
1487;IEP INGENIERIA DEL RETABLO;40206;144;SI;SI;NO
1488;IEP INGENIERIA DEL RETABLO;40207;144;SI;SI;NO
1489;IEP INGENIERIA DEL RETABLO;40208;144;SI;SI;NO
1490;IEP INGENIERIA DEL RETABLO;40209;144;SI;SI;NO
1491;IEP INGENIERIA DEL RETABLO;40210;144;SI;SI;NO
1492;IEP INGENIERIA DEL RETABLO;40211;144;SI;SI;SI
1493;IEP INGENIERIA DEL RETABLO;40212;144;SI;SI;SI
